date,symbol,report_time,company_name,fiscal_quarter_ending,eps_forecast,estimate_count
2026-07-30,TWI,pre-market,"Titan International, Inc.",Jun/2026,($0.04),2
2026-07-30,UNIT,pre-market,Uniti Group Inc.,Jun/2026,($0.43),3
2026-07-30,UPBD,pre-market,"Upbound Group, Inc.",Jun/2026,$1.07,2
2026-07-30,UPLD,not-supplied,"Upland Software, Inc.",Jun/2026,,1
2026-07-30,UTZ,not-supplied,Utz Brands Inc,Jun/2026,$0.19,2
2026-07-30,VALE,not-supplied,VALE S.A.,Jun/2026,$0.39,2
2026-07-30,VCEL,pre-market,Vericel Corporation,Jun/2026,($0.04),1
2026-07-30,VCYT,after-hours,"Veracyte, Inc.",Jun/2026,$0.29,3
2026-07-30,VIRT,pre-market,"Virtu Financial, Inc.",Jun/2026,$1.49,2
2026-07-30,VLO,pre-market,Valero Energy Corporation,Jun/2026,$9.87,5
2026-07-30,VNDA,not-supplied,Vanda Pharmaceuticals Inc.,Jun/2026,($0.50),2
2026-07-30,VRTS,pre-market,"Virtus Investment Partners, Inc.",Jun/2026,$6.14,2
2026-07-30,WBX,pre-market,Wallbox N.V.,Jun/2026,,1
2026-07-30,WCC,pre-market,"WESCO International, Inc.",Jun/2026,$3.96,5
2026-07-30,WTW,pre-market,Willis Towers Watson Public Limited Company,Jun/2026,$3.13,7
2026-07-30,WU,after-hours,Western Union Company (The),Jun/2026,$0.43,6
2026-07-30,WVE,pre-market,WAVE Life Sciences Ltd.,Jun/2026,($0.31),5
2026-07-30,WY,after-hours,Weyerhaeuser Company,Jun/2026,$0.08,5
2026-07-30,XEL,pre-market,Xcel Energy Inc.,Jun/2026,$0.79,5
2026-07-30,XHR,pre-market,"Xenia Hotels & Resorts, Inc.",Jun/2026,,N/A
2026-07-30,XPO,pre-market,"XPO, Inc.",Jun/2026,$1.49,7
2026-07-30,XRX,pre-market,Xerox Holdings Corporation,Jun/2026,$0.06,2
2026-07-30,YUM,pre-market,"Yum! Brands, Inc.",Jun/2026,$1.59,7
2026-07-30,YUMC,pre-market,"Yum China Holdings, Inc.",Jun/2026,$0.69,3
