ticker,name,sector,cap_tier,avg_volume,exchange
WTRG,"Essential Utilities, Inc.",Utilities,Large-Cap,2137545,NYQ
SIMO,Silicon Motion Technology Corpo,Technology,Large-Cap,1034864,NMS
AM,Antero Midstream Corporation,Energy,Large-Cap,2532432,NYQ
GWRE,"Guidewire Software, Inc.",Technology,Large-Cap,1718562,NYQ
SCI,Service Corporation Internation,Consumer Cyclical,Large-Cap,1493950,NYQ
RYAN,"Ryan Specialty Holdings, Inc.",Financial Services,Large-Cap,2626861,NYQ
CART,Maplebear Inc.,Consumer Cyclical,Large-Cap,4203288,NMS
HL,Hecla Mining Company,Basic Materials,Large-Cap,19425003,NYQ
AES,The AES Corporation,Utilities,Large-Cap,9689466,NYQ
JEF,Jefferies Financial Group Inc.,Financial Services,Large-Cap,2275106,NYQ
GSAT,"Globalstar, Inc.",Communication Services,Large-Cap,1671616,NMS
ZION,Zions Bancorporation N.A.,Financial Services,Large-Cap,1575646,NMS
GMED,"Globus Medical, Inc.",Healthcare,Large-Cap,1665679,NYQ
FIG,"Figma, Inc.",Technology,Large-Cap,19739693,NYQ
GME,GameStop Corporation,Consumer Cyclical,Large-Cap,7554580,NYQ
ONB,Old National Bancorp,Financial Services,Large-Cap,3440577,NMS
JKHY,"Jack Henry & Associates, Inc.",Technology,Large-Cap,1457687,NMS
HBM,Hudbay Minerals Inc.,Basic Materials,Large-Cap,5579454,NYQ
FIVE,"Five Below, Inc.",Consumer Cyclical,Large-Cap,1278666,NMS
SIRI,SiriusXM Holdings Inc.,Communication Services,Large-Cap,5699445,NMS
EHC,Encompass Health Corporation,Healthcare,Large-Cap,1022087,NYQ
ORI,Old Republic International Corp,Financial Services,Large-Cap,1541566,NYQ
SARO,"StandardAero, Inc.",Industrials,Large-Cap,4069306,NYQ
OGE,OGE Energy Corp,Utilities,Large-Cap,1461559,NYQ
KTOS,Kratos Defense & Security Solut,Industrials,Large-Cap,4836833,NMS
HMY,Harmony Gold Mining Company Lim,Basic Materials,Large-Cap,4744182,NYQ
TSM,Taiwan Semiconductor Manufactur,Technology,Mega-Cap,13855519,NYQ
SPCX,Space Exploration Technologies ,Industrials,Mega-Cap,169195300,NMS
GOOG,Alphabet Inc.,Communication Services,Mega-Cap,21435466,NMS
PBR-A,Petroleo Brasileiro S.A. Petrob,Energy,Large-Cap,9359853,NYQ
FWONK,Liberty Media Corporation - Ser,Communication Services,Large-Cap,2040125,NMS
FOX,Fox Corporation,Communication Services,Large-Cap,1653414,NMS
NWS,News Corporation,Communication Services,Large-Cap,1525222,NMS
BF-B,Brown Forman Inc,Consumer Defensive,Large-Cap,3914340,NYQ
HONAV,Honeywell Aerospace Inc.,Industrials,Large-Cap,2286564,NMS
